text,label
"['9', ':', 'its', 'pathetic', 'attempt', 'at', '""', ...]",neg
"['sometimes', 'i', 'wonder', 'just', 'what', 'the', ...]",neg
"['after', 'seeing', 'blaze', 'and', 'driving', 'miss', ...]",neg
"['in', '""', 'the', '13th', 'warrior', ',', '""', 'arab', ...]",neg
"['there', 'isn', ""'"", 't', 'much', 'good', 'about', ...]",neg
"['""', 'varsity', 'blues', '""', 'is', 'the', 'best', ...]",neg
"['for', 'a', 'film', 'touted', 'as', 'exploring', ...]",neg
"['""', 'mission', 'to', 'mars', '""', 'is', 'one', 'of', ...]",neg
"['my', 'friend', 'here', 'in', 'film', 'school', ...]",neg
"['remember', 'back', 'in', 'the', 'mid', '1990s', ...]",neg
"['_dirty_work_', 'has', 'a', 'premise', 'of', ...]",neg
"['america', ""'"", 's', 'favorite', 'homicidal', ...]",neg
"['this', 'is', 'the', 'first', 'film', 'in', 'what', ...]",neg
"['there', ""'"", 's', 'a', 'good', ',', 'and', 'timely', ...]",neg
"['this', 'is', 'the', 'worst', 'movie', 'i', ""'"", 've', ...]",neg
"['synopsis', ':', 'big', '-', 'breasted', 'and', 'dim', ...]",neg
"['mr', '.', 'bean', ',', 'a', 'bumbling', 'security', ...]",neg
"['wonderland', 'is', 'a', 'rather', 'sugary', ...]",neg
"['be', 'warned', '.', '.', 'brit', 'love', 'story', ...]",neg
"['a', 'silly', 'film', 'that', 'tries', 'to', 'be', ...]",neg
"['*', '*', '*', 'be', 'warned', '.', '.', '.', 'the', ...]",neg
"['there', 'were', 'four', 'movies', 'that', 'earned', ...]",neg
"['according', 'to', 'hitchcock', 'and', 'various', ...]",neg
"['if', 'you', ""'"", 've', 'been', 'following', ...]",neg
"['note', ':', 'some', 'may', 'consider', 'portions', ...]",neg
"['for', 'his', 'directoral', 'debut', ',', 'gary', ...]",neg
"['my', 'first', 'exposure', 'to', 'the', 'nightmare', ...]",neg
"['in', '1989', ',', 'tim', 'burton', 'took', 'the', ...]",neg
"['and', 'i', 'thought', '""', 'stigmata', '""', 'would', ...]",neg
"['stephen', ',', 'please', 'post', 'if', 'appropriate', ...]",neg
"['die', 'hard', '2', 'is', 'an', 'altogether', ...]",neg
"['i', 'admit', 'it', '.', 'i', 'thought', 'arnold', ...]",neg
"['when', 'the', 'haunting', 'arrived', 'in', ...]",neg
"['plot', ':', 'set', 'in', 'the', 'future', ',', 'a', ...]",neg
"['i', 'am', 'a', 'steven', 'seagal', 'fan', '.', 'i', ...]",neg
"['""', 'the', '13th', 'warrior', '""', 'comes', 'at', ...]",neg
"['when', 'i', 'watch', 'a', 'movie', 'like', 'mike', ...]",neg
"['it', 'seems', 'like', 'i', ""'"", 'm', 'reviewing', ...]",neg
"['we', ""'"", 're', 'back', 'in', 'blade', 'runner', ...]",neg
"['ok', ',', 'i', 'admit', 'it', '--', 'i', 'find', ...]",neg
"['sylvester', 'stallone', 'has', 'made', 'some', ...]",neg
"['`', 'the', 'skulls', ""'"", 'is', 'a', 'laughably', ...]",neg
"['it', ""'"", 's', 'difficult', 'to', 'expect', 'much', ...]",neg
"['bats', 'is', 'this', 'year', ""'"", 's', 'camp', ...]",neg
"['starring', 'shawnee', 'smith', ';', 'donovan', ...]",neg
"['toward', 'the', 'bottom', 'of', 'the', ""'"", '80s', ...]",neg
"['if', 'anyone', 'had', 'been', 'able', 'in', '1983', ...]",neg
"['written', 'by', 'alex', 'cox', ',', 'tod', 'davies', ...]",neg
"['the', 'best', 'thing', 'about', ',', '""', 'lake', ...]",neg
"['that', 'is', ',', 'unless', 'you', ""'"", 're', 'one', ...]",neg
"['i', 'had', 'an', 'epiphany', 'today', '.', 'it', ...]",neg
"['director', 'andrew', 'davis', 'reworks', 'his', ...]",neg
"['one', 'of', 'the', 'most', 'blatantly', 'obvious', ...]",neg
"['pre', '-', 'review', 'note', ':', 'seeing', 'as', ...]",neg
"['i', ""'"", 'm', 'guessing', '--', 'and', 'from', 'the', ...]",neg
"['""', 'meg', 'ryan', 'is', 'irresistible', 'in', 'the', ...]",neg
"['under', 'any', 'other', 'circumstances', ',', 'i', ...]",neg
"['brian', 'de', 'palma', ""'"", 's', 'snake', 'eyes', ...]",neg
"['a', 'disappointing', 'biography', 'about', 'the', ...]",neg
"['in', 'our', 'time', '.', 'in', 'our', 'modern', ...]",neg
"['isn', ""'"", 't', 'it', 'the', 'ultimate', 'sign', ...]",neg
"['""', 'idle', 'hands', '""', 'is', 'distasteful', ',', ...]",neg
"['a', 'movie', 'about', 'divorce', 'and', 'custody', ...]",neg
"['according', 'to', 'the', 'publicity', 'material', ...]",neg
"['starring', 'kiefer', 'sutherland', ';', 'reese', ...]",neg
"['synopsis', ':', 'in', '""', 'sooner', 'than', 'you', ...]",neg
"['what', 'a', 'contrast', '!', 'in', 'the', 'space', ...]",neg
"['capsule', ':', 'the', 'running', 'gag', 'pair', 'of', ...]",neg
"['the', 'previews', 'for', 'the', 'movie', 'are', ...]",neg
"['a', 'suave', ',', 'cool', ',', 'collected', ',', ...]",neg
"['ironically', ',', 'one', 'of', 'the', 'themes', 'of', ...]",neg
"['1990s', 'would', 'remembered', 'as', 'the', 'era', ...]",neg
"['don', ""'"", 't', 'get', 'me', 'wrong', '--', 'i', ...]",neg
"['delicatessen', '(', 'directors', ':', 'marc', 'caro', ...]",neg
"['it', ""'"", 's', 'a', 'shame', 'the', 'execution', ...]",neg
"['has', 'hollywood', 'run', 'out', 'of', 'interesting', ...]",neg
"['vegas', 'vacation', 'is', 'the', 'fourth', 'film', ...]",neg
"['burnt', 'money', 'is', 'the', 'perfect', 'festival', ...]",neg
"['claire', 'danes', ',', 'giovanni', 'ribisi', ',', ...]",neg
"['the', 'haunting', ',', 'a', 'film', 'so', ...]",neg
"['in', '1989', ',', 'director', 'edward', 'zwick', ...]",neg
"['i', 'guess', 'that', 'if', 'a', 'very', 'wild', ...]",neg
"['i', 'had', 'been', 'looking', 'forward', 'to', ...]",neg
"['the', 'original', 'babe', 'gets', 'my', 'vote', 'as', ...]",neg
"['to', 'put', 'it', 'bluntly', ',', 'ed', 'wood', ...]",neg
"['i', 'wonder', 'if', 'budget', 'is', 'at', 'all', 'a', ...]",neg
"['one', 'of', 'these', 'days', ',', 'i', ""'"", 'll', ...]",neg
"['making', 'your', 'first', 'feature', 'film', 'ain', ...]",neg
"['whenever', 'u', '.', 's', '.', 'government', ...]",neg
"['aspiring', 'broadway', 'composer', 'robert', '(', ...]",neg
"['""', 'easely', 'one', 'of', 'the', 'worst', 'films', ...]",neg
"['these', 'days', ',', 'people', 'have', 'rather', ...]",neg
"['paul', 'verhoeven', ',', 'the', 'dutch', 'auteur', ...]",neg
"['fact', 'that', 'charles', 'bronson', 'represents', ...]",neg
"['overblown', 'remake', 'of', 'the', '1963', 'robert', ...]",neg
"['""', 'tarzan', 'and', 'the', 'lost', 'city', '""', ...]",neg
"['everything', 'in', 'the', 'phantom', 'you', 'have', ...]",neg
"['a', 'life', 'less', 'ordinary', '(', 'r', ')', ...]",neg
"['how', 'could', 'a', 'g', '-', 'rated', 'disney', ...]",neg
"['the', 'corruptor', 'is', 'a', 'big', 'silly', 'mess', ...]",neg
"['""', 'return', 'to', 'horror', 'high', ',', '""', ...]",neg
"['the', 'art', 'of', 'woo', 'attempts', 'to', 'be', ...]",neg
"['capsule', ':', 'a', 'science', 'fiction', 'allegory', ...]",neg
"['seen', 'december', '2', ',', '1997', 'at', '6', ':', ...]",neg
"['plot', ':', 'a', 'down', '-', 'and', '-', 'out', ...]",neg
"['for', 'those', 'interested', 'in', 'the', 'true', ...]",neg
"['director', 'doug', 'ellin', ""'"", 's', 'kissing', 'a', ...]",neg
"['i', 'am', 'continually', 'amazed', 'at', 'movies', ...]",neg
"['this', 'talky', ',', 'terribly', '-', 'plotted', ...]",neg
"['spoiled', 'rich', 'kid', 'kelley', 'morse', '(', ...]",neg
"['some', 'movies', ""'"", 'pre', '-', 'release', 'buzz', ...]",neg
"['all', 'feature', 'film', 'directors', 'who', 'cut', ...]",neg
"['depending', 'on', 'your', 'degree', 'of', ...]",neg
"['okay', ',', 'bear', 'with', 'me', 'y', ""'"", 'all', ...]",neg
"['i', 'went', 'to', 'blair', 'witch', 'project', '2', ...]",neg
"['i', ""'"", 'm', 'giving', 'this', 'stinker', '.', ...]",neg
"['2', 'days', 'in', 'the', 'valley', 'is', 'more', ...]",neg
"['what', 'would', 'inspire', 'someone', 'who', ...]",neg
"['synopsis', ':', 'a', 'novelist', 'struggling', ...]",neg
"['okay', ',', 'okay', '.', 'maybe', 'i', 'wasn', ""'"", ...]",neg
"['in', 'life', ',', 'eddie', 'murphy', 'and', 'martin', ...]",neg
"['there', 'may', 'not', 'be', 'a', 'critic', 'alive', ...]",neg
"['renee', 'zellweger', 'stars', 'as', 'sonia', ',', ...]",neg
"['there', ""'"", 're', 'so', 'many', 'things', 'to', ...]",neg
"['don', ""'"", 't', 'let', 'this', 'movie', 'fool', ...]",neg
"['it', ""'"", 's', 'a', 'good', 'thing', 'most', ...]",neg
"['in', 'the', 'year', '2029', ',', 'captain', 'leo', ...]",neg
"['writing', 'a', 'screenplay', 'for', 'a', 'thriller', ...]",neg
"['all', 'right', ',', 'all', 'right', ',', 'we', 'get', ...]",neg
"['teenagers', 'have', 'a', 'lot', 'of', 'power', 'in', ...]",neg
"['walken', 'stars', 'as', 'a', 'mobster', 'who', 'is', ...]",neg
"['>', 'from', 'writer', 'and', 'director', 'darren', ...]",neg
"['well', 'there', 'goes', 'another', 'one', '.', ...]",neg
"['my', 'inner', 'flag', 'was', 'at', 'half', '-', ...]",neg
"['frank', 'detorri', ""'"", 's', '(', 'bill', 'murray', ...]",neg
"['woof', '!', 'too', 'bad', 'that', 'leap', 'of', ...]",neg
"['there', ""'"", 's', 'only', 'one', 'presidential', ...]",neg
"['ah', ',', 'and', '1999', 'was', 'going', 'along', ...]",neg
"['michael', 'robbins', ""'"", 'hardball', 'is', 'quite', ...]",neg
"['you', 'know', 'something', ',', 'christmas', 'is', ...]",neg
"['in', 'the', 'mid', '-', '1980s', ',', 'following', ...]",neg
"['susan', 'granger', ""'"", 's', 'review', 'of', '""', ...]",neg
"['note', ':', 'some', 'may', 'consider', 'portions', ...]",neg
"['stallone', 'attempts', 'to', ""'"", 'act', ""'"", 'in', ...]",neg
"['the', 'first', 'species', 'was', 'a', 'moderately', ...]",neg
"['a', 'number', 'of', 'critics', 'have', 'decided', ...]",neg
"['everybody', 'in', 'this', 'film', ""'"", 's', ...]",neg
"['star', 'wars', ':', '?', 'episode', 'i', '--', 'the', ...]",neg
"['the', 'lives', 'of', 'older', 'people', 'in', 'the', ...]",neg
"['martial', 'arts', 'master', 'steven', 'seagal', '(', ...]",neg
"['arye', 'cross', 'and', 'courteney', 'cox', 'star', ...]",neg
"['_soldier_', 'is', 'hands', 'down', 'one', 'of', ...]",neg
"['it', ""'"", 's', 'a', 'sad', 'state', 'of', 'affairs', ...]",neg
"['birthdays', 'often', 'cause', 'individuals', 'to', ...]",neg
"['m', ':', 'i', '-', '2', ',', 'the', 'sequel', 'to', ...]",neg
"['ex', '-', 'universal', 'soldier', 'luc', 'has', 'to', ...]",neg
"['the', 'plot', 'of', 'big', 'momma', ""'"", 's', ...]",neg
"['starring', 'william', 'baldwin', ';', 'cindy', ...]",neg
"['take', 'a', 'look', 'at', 'the', 'following', ...]",neg
"['synopsis', ':', 'a', 'maniac', ',', 'crazed', 'by', ...]",neg
"['post', '-', 'chasing', 'amy', ',', 'a', 'slew', 'of', ...]",neg
"['yet', 'another', 'brainless', 'teen', 'flick', ',', ...]",neg
"['set', 'in', 'harlem', 'during', 'the', 'great', ...]",neg
"['at', 'first', 'glance', ',', 'i', 'thought', 'that', ...]",neg
"['this', 'movie', 'stinks', '!', 'although', 'it', ...]",neg
"['""', 'it', 'was', 'not', 'scary', '.', '""', 'these', ...]",neg
"['perhaps', 'best', 'remembered', 'as', 'the', ...]",neg
"['summer', 'movies', 'are', ',', 'by', 'nature', ',', ...]",neg
"['what', 'were', 'they', 'thinking', '?', 'nostalgia', ...]",neg
"['and', 'just', 'when', 'you', 'thought', 'joblo', ...]",neg
"['`', 'bats', ""'"", 'is', 'an', 'insulting', 'slap', ...]",neg
"['the', 'most', 'interesting', 'part', 'of', '""', ...]",neg
"['the', 'film', 'may', 'be', 'called', 'mercury', ...]",neg
"['""', 'alcohol', 'and', 'drugs', '=', 'bad', '.', ...]",neg
"['capsule', ':', 'combine', 'one', 'quart', 'of', ...]",neg
"['a', 'new', 'entry', 'in', 'the', '""', 'revisionist', ...]",neg
"['words', 'i', 'thought', 'i', ""'"", 'd', 'never', ...]",neg
"['godzilla', 'is', 'the', 'ultimate', 'culmination', ...]",neg
"['recently', 'one', 'night', 'a', 'young', 'director', ...]",neg
"['in', 'times', 'of', 'crisis', 'people', 'are', ...]",neg
"['""', 'virus', '""', 'is', 'a', 'monster', 'movie', ...]",neg
"['dr', '.', 'alan', 'grant', '(', 'sam', 'neill', ',', ...]",neg
"['barb', 'wire', ',', 'pamela', 'anderson', 'lee', ""'"", ...]",neg
"['humanities', 'quest', 'for', 'knowledge', 'never', ...]",neg
"['absolute', 'power', ',', 'the', 'new', 'film', ...]",neg
"['ever', 'feel', 'you', ""'"", 're', 'spending', 'your', ...]",neg
"['""', 'book', '""', 'should', 'have', 'remained', 'in', ...]",neg
"['warren', 'beatty', ',', 'diane', 'keaton', ',', ...]",neg
"['the', 'crown', 'jewel', 'of', '1970', ""'"", 's', ...]",neg
"['while', 'watching', 'loser', ',', 'it', 'occurred', ...]",neg
"['capsule', ':', 'john', 'the', 'baptist', 'is', ...]",neg
"['the', '""', 'disney', 'stick', '-', 'to', '-', 'what', ...]",neg
"['as', 'the', 'twin', 'surfer', 'dudes', ',', 'stew', ...]",neg
"[""'"", 'bicentennial', 'man', ""'"", 'is', 'a', 'family', ...]",neg
"['in', 'the', 'continuation', 'of', 'warner', ...]",neg
"['long', 'ago', ',', 'films', 'were', 'constructed', ...]",neg
"['stars', ':', 'armand', 'assante', '(', 'mike', ...]",neg
"['nostalgia', 'for', 'the', '70s', 'continues', ',', ...]",neg
"['i', 'saw', 'this', 'film', 'on', 'christmas', 'day', ...]",neg
"['anna', 'and', 'the', 'king', 'is', 'at', 'least', ...]",neg
"['robin', 'hood', ':', 'men', 'in', 'tights', 'is', ...]",neg
"['with', 'his', 'successful', 'books', 'and', 'movies', ...]",neg
"['director', 'luis', 'mandoki', ""'"", 's', 'last', ...]",neg
"['i', 'remember', 'really', 'enjoying', 'this', ...]",neg
"['tommy', 'lee', 'jones', 'chases', 'an', 'innocent', ...]",neg
"['while', 'i', 'am', 'not', 'fond', 'of', 'any', ...]",neg
"['boy', ',', 'what', 'a', 'great', 'movie', '!', '!', ...]",neg
"['there', 'are', 'those', 'of', 'us', 'who', 'think', ...]",neg
"['please', 'don', ""'"", 't', 'mind', 'this', 'windbag', ...]",neg
"['this', 'movie', 'is', 'written', 'by', 'the', 'man', ...]",neg
"['in', 'a', 'typical', 'cinematic', 'high', 'school', ...]",neg
"['man', ',', 'this', 'was', 'one', 'wierd', 'movie', ...]",neg
"['the', 'king', 'and', 'i', ',', 'a', 'warner', ...]",neg
"['synopsis', ':', 'cro', '-', 'magnon', 'ayla', ...]",neg
"['salaries', 'of', 'hollywood', 'top', 'actors', 'are', ...]",neg
"['movies', 'like', 'six', 'days', ',', 'seven', ...]",neg
"['if', 'anything', ',', '""', 'stigmata', '""', 'should', ...]",neg
"['john', 'boorman', ""'"", 's', '""', 'zardoz', '""', 'is', ...]",neg
"['the', 'kids', 'in', 'the', 'hall', 'are', 'an', ...]",neg
"['there', 'was', 'a', 'time', 'when', 'john', ...]",neg
"['two', 'party', 'guys', 'bob', 'their', 'heads', 'to', ...]",neg
"['films', 'adapted', 'from', 'comic', 'books', 'have', ...]",pos
"['every', 'now', 'and', 'then', 'a', 'movie', 'comes', ...]",pos
"['you', ""'"", 've', 'got', 'mail', 'works', 'alot', ...]",pos
"['""', 'jaws', '""', 'is', 'a', 'rare', 'film', 'that', ...]",pos
"['moviemaking', 'is', 'a', 'lot', 'like', 'being', ...]",pos
"['on', 'june', '30', ',', '1960', ',', 'a', 'self', ...]",pos
"['apparently', ',', 'director', 'tony', 'kaye', 'had', ...]",pos
"['one', 'of', 'my', 'colleagues', 'was', 'surprised', ...]",pos
"['after', 'bloody', 'clashes', 'and', 'independence', ...]",pos
"['the', 'american', 'action', 'film', 'has', 'been', ...]",pos
"['after', 'watching', '""', 'rat', 'race', '""', 'last', ...]",pos
"['i', ""'"", 've', 'noticed', 'something', 'lately', ...]",pos
"['synopsis', ':', 'bobby', 'garfield', '(', 'yelchin', ...]",pos
"['synopsis', ':', 'in', 'this', 'movie', ',', 'steven', ...]",pos
"['the', 'police', 'negotiator', 'is', 'the', 'person', ...]",pos
"['plot', ':', 'a', 'young', 'man', 'who', 'loves', ...]",pos
"['carry', 'on', 'matron', 'is', 'the', 'last', 'great', ...]",pos
"['the', 'ultimate', 'match', 'up', 'between', 'good', ...]",pos
"['having', 'not', 'seen', ',', '""', 'who', 'framed', ...]",pos
"['there', ""'"", 's', 'something', 'about', 'ben', ...]",pos
"['by', 'phil', 'curtolo', 'mel', 'gibson', '(', ...]",pos
"['one', 'can', 'not', 'observe', 'a', 'star', 'trek', ...]",pos
"['a', 'fully', 'loaded', 'entertainment', 'review', ...]",pos
"['when', 'bulworth', 'ended', ',', 'i', 'allowed', ...]",pos
"['call', '911', 'for', 'the', 'cliche', 'police', 'if', ...]",pos
"['hilarious', ',', 'ultra', '-', 'low', 'budget', ...]",pos
"['for', 'those', 'of', 'us', 'who', 'weren', ""'"", 't', ...]",pos
"['the', 'most', 'common', '(', 'and', 'in', 'many', ...]",pos
"['""', 'the', 'blair', 'witch', 'project', '""', 'was', ...]",pos
"['seen', 'may', '31', ',', '1999', 'on', 'home', ...]",pos
"['linda', 'fiorentino', 'disappeared', 'off', 'the', ...]",pos
"['you', ""'"", 've', 'heard', 'all', 'the', 'hype', '.', ...]",pos
"['as', 'african', 'american', 'detective', 'vergil', ...]",pos
"['in', 'wonder', 'boys', 'michael', 'douglas', 'plays', ...]",pos
"['plot', ':', 'derek', 'zoolander', 'is', 'a', 'male', ...]",pos
"['unzipped', 'is', 'a', 'cinematic', 'portrait', 'of', ...]",pos
"['dora', '(', 'fernanda', 'montenegro', ')', 'sits', ...]",pos
"['the', 'event', 'of', 'events', 'is', 'upon', 'us', ...]",pos
"['sometimes', 'a', 'movie', 'comes', 'along', 'that', ...]",pos
"['that', 'thing', 'you', 'do', '!', '(', 'r', ')', ...]",pos
"['""', 'he', ""'"", 's', 'back', ',', 'and', 'it', ""'"", ...]",pos
"['dreamworks', 'pictures', 'presents', 'a', 'jinks', ...]",pos
"['will', 'hunting', '(', 'matt', 'damon', ')', 'is', ...]",pos
"['if', 'there', ""'"", 's', 'one', 'thing', 'in', ...]",pos
"['what', 'do', 'you', 'get', 'when', 'you', 'slap', ...]",pos
"['`', 'we', 'run', 'tings', '.', 'tings', 'don', ""'"", ...]",pos
"['at', 'first', 'glance', ',', 'it', 'appears', 'that', ...]",pos
"['--', 'comedy', ',', 'rated', 'pg', ',', 'runs', ...]",pos
"['when', '_star', 'wars_', 'came', 'out', 'some', ...]",pos
"['warning', ':', 'contains', 'what', 'the', 'matrix', ...]",pos
"['national', 'lampoon', ""'"", 's', 'animal', 'house', ...]",pos
"['every', 'year', ',', 'hollywood', 'crowns', 'a', ...]",pos
"['synopsis', ':', 'leonard', 'shelby', '(', 'pearce', ...]",pos
"['earth', 'is', 'a', 'harsh', ',', 'unconsoling', ...]",pos
"['up', 'until', 'about', 'a', 'year', 'ago', ',', ...]",pos
"['i', 'was', 'fortunate', 'enough', 'to', 'attend', ...]",pos
"['the', 'disney', 'studios', 'has', 'its', 'formula', ...]",pos
"['i', 'had', 'been', 'expecting', 'more', 'of', 'this', ...]",pos
"['disney', ""'"", 's', '35th', 'animated', 'feature', ...]",pos
"['the', 'computer', '-', 'animated', 'comedy', '""', ...]",pos
"['after', 'watching', 'the', 'first', 'ten', 'minutes', ...]",pos
"['there', ""'"", 's', 'an', 'old', 'saying', 'that', ...]",pos
"['why', 'do', 'so', 'many', 'children', ""'"", 's', ...]",pos
"['susan', 'granger', ""'"", 's', 'review', 'of', '""', ...]",pos
"['roman', 'emperor', 'marcus', 'aurelius', '(', ...]",pos
"['what', 'a', 'great', 'film', '.', 'what', 'a', ...]",pos
"['ingredients', ':', 'starving', 'artist', 'lusting', ...]",pos
"['you', ""'"", 've', 'seen', 'this', 'moment', 'before', ...]",pos
"['hollywood', 'has', 'really', 'done', 'the', 'whole', ...]",pos
"['stendhal', ""'"", 's', 'syndrome', ':', 'a', ...]",pos
"['close', 'your', 'eyes', 'for', 'a', 'moment', ',', ...]",pos
"['zero', 'effect', 'gets', 'its', 'title', 'from', ...]",pos
"['the', 'long', 'kiss', 'goodnight', '(', 'r', ')', ...]",pos
"['screen', 'story', 'by', 'kevin', 'yagher', 'and', ...]",pos
"['mpaa', ':', 'not', 'rated', '(', 'though', 'i', ...]",pos
"['well', ',', 'i', 'know', 'that', 'stallone', 'is', ...]",pos
"['logical', 'time', 'travel', 'movies', 'are', 'a', ...]",pos
"['blade', 'is', 'the', 'movie', 'that', 'shows', ...]",pos
"['the', 'truman', 'show', '(', 'paramount', 'pictures', ...]",pos
"['no', 'film', 'in', 'recent', 'has', 'left', 'me', ...]",pos
"['just', 'how', 'inseparable', 'is', 'the', 'team', ...]",pos
"['since', '1990', ',', 'the', 'dramatic', 'picture', ...]",pos
"['a', 'big', 'surprise', 'to', 'me', '.', 'the', ...]",pos
"['after', 'having', 'heard', 'so', 'many', 'critics', ...]",pos
"['wild', 'things', 'is', 'a', 'suspenseful', ...]",pos
"['*', '*', '*', '*', '*', '*', 'minor', 'plot', ...]",pos
"['are', 'you', 'tired', 'of', 'all', 'the', 'hot', ...]",pos
"['many', 'people', 'dislike', 'french', 'films', 'for', ...]",pos
"['the', 'keen', 'wisdom', 'of', 'an', 'elderly', ...]",pos
"['robert', 'benton', 'has', 'assembled', 'a', ...]",pos
"['warning', ':', 'anyone', 'offended', 'by', 'blatant', ...]",pos
"['accepting', 'his', 'oscar', 'as', 'producer', 'of', ...]",pos
"['a', 'bleak', 'look', 'at', 'how', 'the', 'boston', ...]",pos
"['""', 'footloose', '""', 'has', 'only', 'one', 'goal', ...]",pos
"['as', 'i', 'walked', 'out', 'of', 'crouching', ...]",pos
"['""', 'crazy', '/', 'beautiful', '""', 'suffers', ...]",pos
"['everyone', 'knows', 'someone', 'like', 'giles', 'de', ...]",pos
"['for', 'many', 'people', ',', 'procrastination', ...]",pos
"['meet', 'joe', 'black', '(', 'reviewed', 'on', 'nov', ...]",pos
"['call', 'it', 'touched', 'by', 'a', 'demon', '.', ...]",pos
"['james', 'l', '.', 'brooks', ',', 'one', 'of', 'the', ...]",pos
"['after', 'a', 'stylistic', 'detour', 'with', 'mrs', ...]",pos
"['""', 'the', 'fugitive', '""', 'is', 'probably', 'one', ...]",pos
"['i', 'think', 'that', 'any', 'competent', 'member', ...]",pos
"['based', 'on', 'the', 'boris', 'karloff', ""'"", 's', ...]",pos
"['on', 're', '-', 'watching', 'italian', 'writer', '/', ...]",pos
"['as', 'any', 'sociologist', 'will', 'attest', ',', ...]",pos
"['is', 'evil', 'dead', 'ii', 'a', 'bad', 'movie', '?', ...]",pos
"['it', ""'"", 's', 'rather', 'strange', 'too', 'have', ...]",pos
"['not', 'since', 'oliver', 'stone', ""'"", 's', ...]",pos
"['plot', ':', 'a', 'bunch', 'of', 'bad', 'guys', ...]",pos
"['>', 'from', 'the', 'commercials', ',', 'this', ...]",pos
"['i', ""'"", 'm', 'not', 'quite', 'sure', 'how', 'best', ...]",pos
"['the', 'sheer', 'horrific', 'audacity', 'of', 'the', ...]",pos
"['it', 'is', 'easy', 'to', 'label', 'something', ...]",pos
"['i', 'know', 'that', '""', 'funnest', '""', 'isn', ""'"", ...]",pos
"['capsule', ':', 'a', 'short', 'punchy', 'action', ...]",pos
"['just', 'look', 'back', 'two', 'years', 'ago', 'at', ...]",pos
"['plot', ':', 'a', 'human', 'space', 'astronaut', ...]",pos
"['disaster', 'films', 'have', 'a', 'tendency', 'to', ...]",pos
"['in', 'brief', ':', 'best', 'bleak', 'comedy', 'film', ...]",pos
"['i', 'relish', 'those', 'rare', 'opportunities', ...]",pos
"['warning', ':', 'this', 'review', 'contains', 'some', ...]",pos
"['andrew', 'lloyd', 'webber', ""'"", 's', 'musicals', ...]",pos
"['there', ""'"", 's', 'more', 'to', 'a', 'quilt', 'than', ...]",pos
"['mimi', 'leder', 'is', 'probably', 'best', 'known', ...]",pos
"['i', 'have', 'to', 'say', 'it', '.', 'tim', 'burton', ...]",pos
"['urban', 'legend', 'surprised', 'me', '.', 'based', ...]",pos
"['capsule', ':', 'the', 'verma', 'family', 'is', ...]",pos
"['the', 'love', 'for', 'family', 'is', 'one', 'of', ...]",pos
"['while', 'watching', 'wes', 'anderson', ""'"", 's', ...]",pos
"['no', ',', 'i', 'did', 'not', 'read', 'the', 'novel', ...]",pos
"['quaid', 'stars', 'as', 'a', 'man', 'who', 'has', ...]",pos
"['it', 'has', 'been', '20', 'years', 'since', 'a', ...]",pos
"['""', 'stuart', 'little', '""', 'is', 'one', 'of', ...]",pos
"['as', 'with', 'his', 'other', 'stateside', 'releases', ...]",pos
"['the', 'premise', 'of', 'wag', 'the', 'dog', 'is', ...]",pos
"['as', 'the', 'film', 'opens', 'up', ',', 'expectant', ...]",pos
"['the', 'second', 'jackal', '-', 'based', 'film', 'to', ...]",pos
"['one', 'of', 'the', 'last', 'entries', 'in', 'the', ...]",pos
"['the', 'cryptic', 'teaser', 'trailer', 'has', 'been', ...]",pos
"['""', 'very', 'bad', 'things', ',', '""', 'is', 'the', ...]",pos
"['it', 'is', 'hard', 'to', 'imagine', 'that', 'a', ...]",pos
"['known', 'as', 'the', 'most', 'successful', ',', ...]",pos
"['the', 'dramatic', 'comedy', 'cousins', 'has', 'all', ...]",pos
"['this', 'remake', 'of', '""', 'la', 'cage', 'aux', ...]",pos
"['seen', 'may', '19', ',', '1999', 'at', '5', 'p', '.', ...]",pos
"['the', 'story', 'of', 'us', ',', 'a', 'rob', 'reiner', ...]",pos
"['warren', 'beatty', 'returns', 'to', 'the', 'screens', ...]",pos
"['the', 'long', 'and', 'illustrious', 'career', 'of', ...]",pos
"['in', 'recent', 'years', ',', 'harrison', 'ford', ...]",pos
"['near', 'the', 'end', 'of', '1996', ',', 'analysts', ...]",pos
"['capsule', ':', 'a', 'rock', 'and', 'roll', 'fable', ...]",pos
"['jack', 'nicholson', 'has', 'a', 'funny', 'way', 'of', ...]",pos
"['""', 'i', ""'"", 've', 'been', 'told', 'by', 'several', ...]",pos
"['the', 'deer', 'hunter', ',', 'directed', 'by', ...]",pos
"['with', 'storytelling', 'this', 'compelling', ',', ...]",pos
"['synopsis', ':', 'committed', 'to', 'an', 'asylum', ...]",pos
"['with', 'more', 'and', 'more', 'television', 'shows', ...]",pos
"['with', 'his', 'last', 'two', 'films', '-', 'shine', ...]",pos
"['corey', 'yuen', ""'"", 's', 'latest', 'film', ',', '""', ...]",pos
"['synopsis', ':', 'in', 'this', 'cultural', ...]",pos
"['note', ':', 'some', 'may', 'consider', 'portions', ...]",pos
"['note', ':', 'some', 'may', 'consider', 'portions', ...]",pos
"['this', 'christmas', ',', 'little', 'ralphie', ...]",pos
"['in', 'intolerance', ',', 'd', '.', 'w', '.', ...]",pos
"['contact', 'is', 'the', '1997', 'movie', 'i', ""'"", ...]",pos
"['roberto', 'benigni', 'is', 'a', 'clown', 'in', 'the', ...]",pos
